Status,Localidade,People,Usuário,Tipo de acesso,Operadora,Número (Designação),Valor Fidelizado,Centro de custo,Velocidade,Data Ativação,Data Desativação,vd,Obs. Acesso
ATIVO,LOJA,2046,L2046 - DSP MAESTRO CARDIM,INN,EMBRATEL,SPO_IP_56014,268.61,2020460000,4 MB,,,,DADOS
ATIVO,LOJA,2044,L2044 - DSP MOEMA IV,DADOS,VIVO,110000160975694,,2020440000,0 MB,,,,
ATIVO,Não informado,2044,L2044 - DSP MOEMA IV,MONITORA DADOS,VIVO,110000196273591,20,2020440000,,,,,
ATIVO,LOJA,2044,L2044 - DSP MOEMA IV,VPN IP MPLS,VIVO,110005051061898,380,2020440000,10 MBPS,,,,
ATIVO,LOJA,2044,L2044 - DSP MOEMA IV,INN,EMBRATEL,SPO_IP_56012,268.61,2020440000,4 MB,,,,DADOS
ATIVO,LOJA,2043,L2043 - DSP CAMPO LIMPO IV,DADOS,VIVO,110000160840192,,2020430000,0 MB,,,,
ATIVO,Não informado,2043,L2043 - DSP CAMPO LIMPO IV,MONITORA DADOS,VIVO,110000195211997,20,2020430000,,,,,
ATIVO,LOJA,2043,L2043 - DSP CAMPO LIMPO IV,VPN IP MPLS,VIVO,110005841013399,380,2020430000,10 MBPS,,,,
ATIVO,Não informado,2043,L2043 - DSP CAMPO LIMPO IV,DADOS,VIVO,5841013399,,2020430000,,,,,
ATIVO,LOJA,2043,L2043 - DSP CAMPO LIMPO IV,INN,EMBRATEL,SPO_IP_82134,494.72,2020430000,4 MB,,,,DADOS
ATIVO,LOJA,2042,L2042 - DSP NHAMBIQUARAS,MONITORA DADOS,VIVO,110000142124399,50,2020420000,0 MB,,,,
ATIVO,LOJA,2042,L2042 - DSP NHAMBIQUARAS,VPN IP MPLS,VIVO,110005051061790,353.93,2020420000,10 MBPS,,,,
ATIVO,LOJA,2042,L2042 - DSP NHAMBIQUARAS,INN,EMBRATEL,SPO_IP_55652,304.97,2020420000,4 MB,,,,2020420000
CANCELADO,LOJA,2040,L2040 - DSP CLS 216,DADOS,VIVO,610000117107694,,2020400000,512 KBPS,,1/31/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
CANCELADO,LOJA,2040,L2040 - DSP CLS 216,DADOS,VIVO,610000117107890,,2020400000,0 MB,,1/31/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,LOJA,2040,L2040 - DSP CLS 216,DADOS,VIVO,610000160209995,,2020400000,10 MB,,,,
ATIVO,LOJA,2040,L2040 - DSP CLS 216,DADOS,VIVO,610000160226299,,2020400000,0 MB,,,,
ATIVO,Não informado,2040,L2040 - DSP CLS 216,DADOS,VIVO,610000181908890,,2006460000,,,,,
ATIVO,Não informado,2040,L2040 - DSP CLS 216,VPN IP MPLS,VIVO,610000195305190,380,2020400000,10 MBPS,,,,
ATIVO,Não informado,2040,L2040 - DSP CLS 216,MONITORA DADOS,VIVO,610000195323492,20,2020400000,,,,,
ATIVO,LOJA,2040,L2040 - DSP CLS 216,INN,EMBRATEL,BSA_IP_22588,305.33,2020400000,4 MB,,,,2020400000
ATIVO,LOJA,2039,L2039 - DSP SUMARE IV,DADOS,VIVO,110000160982296,,2020390000,0 MB,,,,
ATIVO,Não informado,2039,L2039 - DSP SUMARE IV,MONITORA DADOS,VIVO,110000195020690,20,2020390000,,,,,
ATIVO,LOJA,2039,L2039 - DSP SUMARE IV,VPN IP MPLS,VIVO,110003673121596,380,2020390000,10 MBPS,,,,
ATIVO,LOJA,2039,L2039 - DSP SUMARE IV,INN,EMBRATEL,SPO_IP_55672,304.97,2020390000,4 MB,,,,2020390000
ATIVO,Não informado,2038,L2038 - DSP VILA NOVA CONCEICAO III,MONITORA DADOS,VIVO,110000201373093,16,2009000401,,,,,
ATIVO,Não informado,2038,L2038 - DSP VILA NOVA CONCEICAO III,VPN IP MPLS,VIVO,110003845168099,1060.33,2009000401,10 MBPS,,,,
ATIVO,LOJA,2037,L2037 - DSP BRIGADEIRO II,DADOS,VIVO,110000151110196,,2009000401,,,,,
ATIVO,LOJA,2037,L2037 - DSP BRIGADEIRO II,DADOS,VIVO,110000160977492,,2009000401,0 MB,,,,
ATIVO,LOJA,2037,L2037 - DSP BRIGADEIRO II,DADOS,VIVO,110003284038795,,2009000401,10 MB,,,,
CANCELADO,LOJA,2037,L2037 - DSP BRIGADEIRO II,DADOS,EMBRATEL,SPO_IP_55673,,2009000401,4 MB,,,,2020370000
ATIVO,LOJA,2036,L2036 - DSP VALINHOS II,DADOS,VIVO,116860160693598,,2020360000,0 MB,,,,
ATIVO,Não informado,2036,L2036 - DSP VALINHOS II,MONITORA DADOS,VIVO,116860195046098,20,2020360000,,,,,
ATIVO,LOJA,2036,L2036 - DSP VALINHOS II,VPN IP MPLS,VIVO,116863871041790,380,2020360000,10 MBPS,,,,
ATIVO,LOJA,2036,L2036 - DSP VALINHOS II,INN,EMBRATEL,VOS_IP_00251,304.97,2020360000,4 MB,,,,2020360000
ATIVO,LOJA,2035,L2035 - DSP SAO BERNARDO DO CAMPO III,DADOS,VIVO,115480160693696,,2020350000,0 MB,,,,
ATIVO,Não informado,2035,L2035 - DSP SAO BERNARDO DO CAMPO III,MONITORA DADOS,VIVO,115480195163497,20,2020350000,,,,,
ATIVO,LOJA,2035,L2035 - DSP SAO BERNARDO DO CAMPO III,VPN IP MPLS,VIVO,115484335039598,380,2020350000,10 MBPS,,,,
ATIVO,Não informado,2035,L2035 - DSP SAO BERNARDO DO CAMPO III,DADOS,VIVO,4335039598,,2020350000,,,,,
ATIVO,LOJA,2035,L2035 - DSP SAO BERNARDO DO CAMPO III,INN,EMBRATEL,SBO_IP_03707,268.61,2020350000,4 MB,,,,DADOS
ATIVO,LOJA,2034,L2034 - DSP ADHEMAR DE BARROS II,DADOS,VIVO,115630160810193,,2020340000,0 MB,,,,
ATIVO,Não informado,2034,L2034 - DSP ADHEMAR DE BARROS II,MONITORA DADOS,VIVO,115630195110591,20,2020340000,,,,,
ATIVO,LOJA,2034,L2034 - DSP ADHEMAR DE BARROS II,VPN IP MPLS,VIVO,115633922320993,380,2020340000,10 MBPS,,,,
ATIVO,Não informado,2034,L2034 - DSP ADHEMAR DE BARROS II,DADOS,VIVO,3922320993,,2020340000,,,,,
ATIVO,Não informado,2034,L2034 - DSP ADHEMAR DE BARROS II,INN,EMBRATEL,SJC_IP_02725,283.68,2020340000,,,,,
ATIVO,LOJA,2027,L2027 - DSP CONSOLACAO,DADOS,VIVO,110000161043391,,2020270000,0 MB,,,,
ATIVO,Não informado,2027,L2027 - DSP CONSOLACAO,MONITORA DADOS,VIVO,110000195041298,20,2020270000,,,,,
ATIVO,LOJA,2027,L2027 - DSP CONSOLACAO,VPN IP MPLS,VIVO,110003256130798,380,2020270000,10 MBPS,,,,
ATIVO,Não informado,2027,L2027 - DSP CONSOLACAO,DADOS,VIVO,3256130798,,2020270000,,,,,
ATIVO,LOJA,2027,L2027 - DSP CONSOLACAO,INN,EMBRATEL,SPO_IP_92029,299.539999999999,2020270000,4 MB,,,,2020270000
ATIVO,Não informado,2026,L2026 - DSP ITAMBE,MONITORA DADOS,VIVO,110000194724192,20,2020260000,,,,,
CANCELADO,LOJA,2026,L2026 - DSP ITAMBE,DADOS,VIVO,110003257119399,,2002580000,10 MB,,3/14/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024 RENOVAÇÃO DE CONTRATO ID 1616733
ATIVO,Não informado,2026,L2026 - DSP ITAMBE,VPN IP MPLS,VIVO,110003257218796,380,2020260000,10 MBPS,,,,
ATIVO,Não informado,2026,L2026 - DSP ITAMBE,DADOS,VIVO,3257218796,,2020260000,,,,,
ATIVO,LOJA,2026,L2026 - DSP ITAMBE,INN,EMBRATEL,SPO_IP_84084,280.7,2020260000,4 MB,,,,DADOS
ATIVO,LOJA,2025,L2025 - DSP ALAMEDA SANTOS,DADOS,VIVO,110000160815592,43.34,2020250000,0 MB,,,,
ATIVO,Não informado,2025,L2025 - DSP ALAMEDA SANTOS,MONITORA DADOS,VIVO,110000201881790,12.67,2020250000,,,,,
ATIVO,LOJA,2025,L2025 - DSP ALAMEDA SANTOS,VPN IP MPLS,VIVO,110003284467793,364.94,2020250000,10 MBPS,,,,
ATIVO,LOJA,2025,L2025 - DSP ALAMEDA SANTOS,INN,EMBRATEL,SPO_IP_83990,276.679999999999,2020250000,4 MB,,,,DADOS
ATIVO,LOJA,2022,L2022 - DSP VARGEM GRANDE PAULISTA,DADOS,VIVO,122100160687895,,2020220000,0 MB,,,,
ATIVO,Não informado,2022,L2022 - DSP VARGEM GRANDE PAULISTA,MONITORA DADOS,VIVO,122100195161797,20,2020220000,,,,,
ATIVO,LOJA,2022,L2022 - DSP VARGEM GRANDE PAULISTA,VPN IP MPLS,VIVO,122104158316196,380,2020220000,10 MBPS,,,,
ATIVO,Não informado,2022,L2022 - DSP VARGEM GRANDE PAULISTA,DADOS,VIVO,4158316196,,2020220000,,,,,
ATIVO,LOJA,2022,L2022 - DSP VARGEM GRANDE PAULISTA,INN,EMBRATEL,VPA_IP_00234,484.91,2020220000,10M,,,,2009000115
ATIVO,LOJA,2021,L2021 - DSP ALPHAVILLE CAMPINAS,DADOS,VIVO,111350160233990,,2020210000,0 MB,,,,
ATIVO,Não informado,2021,L2021 - DSP ALPHAVILLE CAMPINAS,MONITORA DADOS,VIVO,111350195041995,20,2020210000,,,,,
ATIVO,LOJA,2021,L2021 - DSP ALPHAVILLE CAMPINAS,VPN IP MPLS,VIVO,111353262006697,380,2020210000,10 MBPS,,,,
ATIVO,Não informado,2021,L2021 - DSP ALPHAVILLE CAMPINAS,DADOS,VIVO,3262006697,,2020210000,,,,,
ATIVO,LOJA,2021,L2021 - DSP ALPHAVILLE CAMPINAS,INN,EMBRATEL,CAS_IP_30750,278.99,2020210000,4 MB,,,,2020210000
ATIVO,LOJA,2020,L2020 - DSP VEREADOR JOSE DINIZ,DADOS,VIVO,110000149171098,,2009000401,,,,,
ATIVO,LOJA,2020,L2020 - DSP VEREADOR JOSE DINIZ,DADOS,VIVO,110000151110597,,2009000401,,,,,
ATIVO,LOJA,2020,L2020 - DSP VEREADOR JOSE DINIZ,DADOS,VIVO,110000160969991,,2009000401,0 MB,,,,
ATIVO,LOJA,2020,L2020 - DSP VEREADOR JOSE DINIZ,DADOS,VIVO,110005044213890,,2009000401,10 MB,,,,
ATIVO,LOJA,2020,L2020 - DSP VEREADOR JOSE DINIZ,DADOS,EMBRATEL,SPO_IP_87762,,2009000401,4 MB,,,,2020200000
ATIVO,LOJA,2019,L2019 - DSP CAMPO LIMPO III,MONITORA DADOS,VIVO,110000160990396,50,2020190000,0 MB,,,,
ATIVO,LOJA,2019,L2019 - DSP CAMPO LIMPO III,VPN IP MPLS,VIVO,110005841011396,353.93,2020190000,10 MBPS,,,,
ATIVO,Não informado,2019,L2019 - DSP CAMPO LIMPO III,DADOS,VIVO,5841011396,,2020190000,,,,,
ATIVO,LOJA,2019,L2019 - DSP CAMPO LIMPO III,INN,EMBRATEL,SPO_IP_55644,304.97,2020190000,4 MB,,,,2003810000
ATIVO,LOJA,2018,L2018 - DSP CHACARA SANTO ANTONIO III,VPN IP MPLS,VIVO,110000142122492,380,2020180000,10 MB,,,,
ATIVO,LOJA,2018,L2018 - DSP CHACARA SANTO ANTONIO III,DADOS,VIVO,110000160843499,,2020180000,0 MB,,,,
ATIVO,Não informado,2018,L2018 - DSP CHACARA SANTO ANTONIO III,MONITORA DADOS,VIVO,110000196319995,20,2020180000,,,,,
ATIVO,LOJA,2018,L2018 - DSP CHACARA SANTO ANTONIO III,INN,EMBRATEL,SPO_IP_56003,260.74,2020180000,4 MB,,,,2020180000
ATIVO,LOJA,2017,L2017 - DSP PIRITUBA II,DADOS,VIVO,110000160809791,,2020170000,0 MB,,,,
ATIVO,Não informado,2017,L2017 - DSP PIRITUBA II,MONITORA DADOS,VIVO,110000195111196,20,2020170000,,,,,
ATIVO,LOJA,2017,L2017 - DSP PIRITUBA II,VPN IP MPLS,VIVO,110003975004193,380,2020170000,10 MBPS,,,,
ATIVO,LOJA,2017,L2017 - DSP PIRITUBA II,INN,EMBRATEL,SPO_IP_55679,304.97,2020170000,4 MB,,,,2020170000
ATIVO,LOJA,2015,DSP900 - MATRIZ SÃO PAULO,MONITORA DADOS,VIVO,110000119763499,50,2009001707,0 MB,,,,
ATIVO,LOJA,2015,L2015 - DSP VILLA LOBOS (MATRIZ),DADOS,VIVO,110000142929693,,2020150000,0 MB,,,,
ATIVO,LOJA,2015,DSP900 - MATRIZ SÃO PAULO,MONITORA DADOS,VIVO,110000161732091,50,2009001707,0 MB,,,,
ATIVO,LOJA,2015,DSP900 - MATRIZ SÃO PAULO,MONITORA DADOS,VIVO,110000161732190,50,2009001707,0 MB,,,,
ATIVO,Lojas,2015,L2015 - DSP VILLA LOBOS (MATRIZ),MONITORA DADOS,VIVO,110000196088299,20,2020150000,,,,,
ATIVO,Não informado,2015,L2015 - DSP VILLA LOBOS (MATRIZ),MONITORA DADOS,VIVO,110000196309890,20,2020150000,,,,,
ATIVO,LOJA,2015,L2015 - DSP VILLA LOBOS (MATRIZ),VPN IP MPLS,VIVO,110003641123593,380,2020150000,10 MBPS,,,,
ATIVO,Não informado,2015,L2015 - DSP VILLA LOBOS (MATRIZ),DADOS,VIVO,3641123593,,2020150000,,,,,
ATIVO,LOJA,2015,L2015 - DSP VILLA LOBOS (MATRIZ),INN,EMBRATEL,SPO_IP_82579,502.929999999999,2020150000,4 MB,,,,DADOS
CANCELADO,LOJA,2014,L2014 - DSP FERROVIARIOS,MONITORA DADOS,VIVO,113260160578193,,2020140000,0 MB,,1/31/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,LOJA,2014,L2014 - DSP FERROVIARIOS,DADOS,VIVO,113260160578291,,2020140000,0 MB,,,,
ATIVO,Não informado,2014,L2014 - DSP FERROVIARIOS,MONITORA DADOS,VIVO,113260195048495,20,2020140000,,,,,
ATIVO,LOJA,2014,L2014 - DSP FERROVIARIOS,VPN IP MPLS,VIVO,113264521353797,380,2020140000,10 MBPS,,,,
CANCELADO,LOJA,2014,L2014 - DSP FERROVIARIOS,DADOS,VIVO,113264521377394,,2020140000,10 MB,,1/31/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
CANCELADO,LOJA,2014,L2014 - DSP FERROVIARIOS,DADOS,VIVO,113264521387896,,2020140000,1 MB,,1/31/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,Não informado,2014,L2014 - DSP FERROVIARIOS,DADOS,VIVO,4521353797,,2020140000,,,,,
ATIVO,LOJA,2014,L2014 - DSP FERROVIARIOS,INN,EMBRATEL,JAI_IP_01221,270.85,2020140000,4 MB,,,,2020140000
ATIVO,LOJA,2013,L2013 - DSP VERGUEIRO,DADOS,VIVO,110000160854394,,2020130000,0 MB,,,,
ATIVO,Não informado,2013,L2013 - DSP VERGUEIRO,MONITORA DADOS,VIVO,110000196086697,20,2020130000,,,,,
ATIVO,LOJA,2013,L2013 - DSP VERGUEIRO,VPN IP MPLS,VIVO,110005549739997,380,2020130000,10 MBPS,,,,
ATIVO,Não informado,2013,L2013 - DSP VERGUEIRO,DADOS,VIVO,5549739997,,2020130000,,,,,
ATIVO,LOJA,2013,L2013 - DSP VERGUEIRO,INN,EMBRATEL,SPO_IP_55688,302.44,2020130000,4 MB,,,,DADOS
CANCELADO,LOJA,2012,L2012 - DSP ADOLFO PINHEIRO,DADOS,VIVO,110000160812492,,2009000401,0 MB,,9/27/2023,,E-mail 06/02/2024 Luciana Avanti
CANCELADO,LOJA,2012,L2012 - DSP ADOLFO PINHEIRO,DADOS,VIVO,110005686331493,,2009000401,10 MB,,9/27/2023,,E-mail 06/02/2024 Luciana Avanti
ATIVO,LOJA,2011,L2011 - DSP PINHEIROS,DADOS,VIVO,110000161039399,,2020110000,0 MB,,,,
ATIVO,Não informado,2011,L2011 - DSP PINHEIROS,MONITORA DADOS,VIVO,110000194980192,20,2020110000,,,,,
ATIVO,LOJA,2011,L2011 - DSP PINHEIROS,VPN IP MPLS,VIVO,110003031026896,380,2020110000,10 MBPS,,,,
ATIVO,LOJA,2011,L2011 - DSP PINHEIROS,INN,EMBRATEL,SPO_IP_89657,280.89,2020110000,4 MB,,,,2020110000
ATIVO,LOJA,2010,L2010 - DSP SUMARE III,DADOS,VIVO,110000160980596,,2020100000,0 MB,,,,
ATIVO,Não informado,2010,L2010 - DSP SUMARE III,MONITORA DADOS,VIVO,110000195020592,20,2020100000,,,,,
ATIVO,LOJA,2010,L2010 - DSP SUMARE III,VPN IP MPLS,VIVO,110003673633597,380,2020100000,10 MBPS,,,,
ATIVO,LOJA,2010,L2010 - DSP SUMARE III,INN,EMBRATEL,SPO_IP_88224,276.679999999999,2020100000,4 MB,,,,DADOS
ATIVO,LOJA,2009,L2009 - DSP VILA INDUSTRIAL,DADOS,VIVO,115630160811691,,2020090000,0 MB,,,,
ATIVO,Não informado,2009,L2009 - DSP VILA INDUSTRIAL,MONITORA DADOS,VIVO,115630196315397,20,2020090000,,,,,
ATIVO,LOJA,2009,L2009 - DSP VILA INDUSTRIAL,VPN IP MPLS,VIVO,115633929046390,380,2020090000,10 MBPS,,,,
ATIVO,Não informado,2009,L2009 - DSP VILA INDUSTRIAL,DADOS,VIVO,3929046390,,2020090000,,,,,
ATIVO,LOJA,2009,L2009 - DSP VILA INDUSTRIAL,INN,EMBRATEL,SJC_IP_01745,253.13,2020090000,4 MB,,,,2020090000
ATIVO,LOJA,2008,L2008 - DSP ALPHAVILLE VI,MONITORA DADOS,VIVO,110710160688097,50,2020080000,0 MB,,,,
ATIVO,LOJA,2008,L2008 - DSP ALPHAVILLE VI,VPN IP MPLS,VIVO,110714193157295,353.93,2020080000,10 MBPS,,,,
ATIVO,LOJA,2008,L2008 - DSP ALPHAVILLE VI,INN,EMBRATEL,BRE_IP_25298,304.97,2020080000,4 MB,,,,2020080000
ATIVO,LOJA,2007,L2007 - DSP JARDIM DO MAR,DADOS,VIVO,115480160692296,,2020070000,0 MB,,,,
ATIVO,Não informado,2007,L2007 - DSP JARDIM DO MAR,MONITORA DADOS,VIVO,115480196261590,20,2020070000,,,,,
ATIVO,LOJA,2007,L2007 - DSP JARDIM DO MAR,VPN IP MPLS,VIVO,115484330249799,380,2020070000,10 MBPS,,,,
ATIVO,Não informado,2007,L2007 - DSP JARDIM DO MAR,DADOS,VIVO,4330249799,,2020070000,,,,,
ATIVO,LOJA,2007,L2007 - DSP JARDIM DO MAR,INN,EMBRATEL,SBO_IP_03684,304.97,2020070000,4 MB,,,,2020070000
ATIVO,LOJA,2006,L2006 - DSP CAMPO GRANDE,DADOS,VIVO,110000160862091,44.17,2020060000,0 MB,,,,
ATIVO,Não informado,2006,L2006 - DSP CAMPO GRANDE,MONITORA DADOS,VIVO,110000201944497,12.34,2020060000,,,,,
ATIVO,LOJA,2006,L2006 - DSP CAMPO GRANDE,VPN IP MPLS,VIVO,110005686253697,364.65,2020060000,10 MBPS,,,,
ATIVO,LOJA,2006,L2006 - DSP CAMPO GRANDE,INN,EMBRATEL,SPO_IP_87895,277.64,2020060000,4 MB,,,,2020060000
ATIVO,LOJA,2003,L2003 - DSP TROBOGY,DADOS,VIVO,710000160093290,312.64,2020030000,10 MB,,,,
ATIVO,LOJA,2003,L2003 - DSP TROBOGY,DADOS,VIVO,710000160109793,44.17,2020030000,0 MB,,,,
ATIVO,Não informado,2003,L2003 - DSP TROBOGY,VPN IP MPLS,VIVO,710000201927790,234.33,2020030000,10 MBPS,,,,
ATIVO,Não informado,2003,L2003 - DSP TROBOGY,MONITORA DADOS,VIVO,710000201951197,12.34,2020030000,,,,,
ATIVO,LOJA,2003,L2003 - DSP TROBOGY,INN,EMBRATEL,SDR_IP_23011,305.409999999999,2020030000,4 MB,,,,
ATIVO,LOJA,2002,L2002 - DSP ACLIMACAO II,DADOS,VIVO,110000160845199,,2020020000,0 MB,,,,
ATIVO,Não informado,2002,L2002 - DSP ACLIMACAO II,MONITORA DADOS,VIVO,110000196318998,20,2020020000,,,,,
ATIVO,LOJA,2002,L2002 - DSP ACLIMACAO II,VPN IP MPLS,VIVO,110005549409296,380,2020020000,10 MBPS,,,,
ATIVO,Não informado,2002,L2002 - DSP ACLIMACAO II,DADOS,VIVO,5549409296,,2020020000,,,,,
ATIVO,LOJA,2002,L2002 - DSP ACLIMACAO II,INN,EMBRATEL,SPO_IP_88004,277.64,2020020000,4 MB,,,,2020020000
ATIVO,LOJA,2001,L2001 - DSP SERTAOZINHO,DADOS,VIVO,115990160695995,,2020010000,0 MB,,,,
ATIVO,Não informado,2001,L2001 - DSP SERTAOZINHO,MONITORA DADOS,VIVO,115990195256999,20,2020010000,,,,,
ATIVO,LOJA,2001,L2001 - DSP SERTAOZINHO,VPN IP MPLS,VIVO,115993942222396,380,2020010000,10 MBPS,,,,
ATIVO,Não informado,2001,L2001 - DSP SERTAOZINHO,DADOS,VIVO,3942222396,,2020010000,,,,,
ATIVO,POLO,2001,L2001 - DSP SERTAOZINHO,INN,EMBRATEL,STZ_IP_01712,260.74,2020010000,4 MB,,,,2020010000
ATIVO,Lojas,1930,L1930 - DP SENADOR VASCONCELOS,VPN IP MPLS,VIVO,210000197977190,350,3019300000,,,,,
ATIVO,LOJA,1930,L1930 - DP SENADOR VASCONCELOS,MONITORA DADOS,VIVO,210000197977299,50,3019300000,,,,,
ATIVO,LOJA,1930,L1930 - DP SENADOR VASCONCELOS,INN,EMBRATEL,RJO_IP_43091,450,3019300000,,,,,
ATIVO,LOJA,1926,L1926 - DP GILKA MACHADO,DADOS,VIVO,210000197618999,400,3019260000,,,,,
ATIVO,Lojas,1926,L1926 - DP GILKA MACHADO,INN,EMBRATEL,RJO_IP_42520,450,2009000401,,,,,
ATIVO,Não informado,1914,L1914 - DP TIJUCA 13,VPN IP MPLS,VIVO,210000189730690,350.01,3019140000,10 MBPS,,,,
ATIVO,Não informado,1914,L1914 - DP TIJUCA 13,INN,EMBRATEL,RJO_IP_42040,455.44,3019140000,,,,,
ATIVO,Não informado,1903,L1903 - DP SAQUAREMA ITAUNA,VPN IP MPLS,VIVO,212760189731196,320.84,3019030000,10 MBPS,,,,
ATIVO,LOJA,1903,L1903 - DP SAQUAREMA ITAUNA,MONITORA DADOS,VIVO,212760189732193,50,3019030000,,,,,Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES_sim divisional
ATIVO,LOJA,1886,L1886 - DP TRES CORACOES,DADOS,VIVO,318120160097692,,3018860000,10 MB,,,,
ATIVO,Não informado,1886,L1886 - DP TRES CORACOES,VPN IP MPLS,VIVO,318120196009197,380,3018860000,10 MBPS,,,,
ATIVO,Lojas,1886,L1886 - DP TRES CORACOES,MONITORA DADOS,VIVO,318120196042191,20,3018860000,,,,,
ATIVO,LOJA,1886,L1886 - DP TRES CORACOES,INN,EMBRATEL,TCS_IP_00298,470.04,3018860000,4 MB,,,,2008890000
ATIVO,LOJA,1884,L1884 - DSP BANGU GALERIA,VPN IP MPLS,VIVO,210000160991197,,3018840000,10 MB,,,,
ATIVO,LOJA,1884,L1884 - DSP BANGU GALERIA,DADOS,VIVO,210000160996095,,3018840000,0 MB,,,,
ATIVO,Lojas,1884,L1884 - DSP BANGU GALERIA,DADOS,VIVO,210000186193791,312.64,3018840000,,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sim divisional"
ATIVO,Lojas,1884,L1884 - DP BANGU GALERIA,DADOS,VIVO,210000186194091,44.17,3018840000,,,,,
ATIVO,Não informado,1884,L1884 - DP BANGU GALERIA,VPN IP MPLS,VIVO,210000201933896,234.33,3018840000,10 MBPS,,,,"Lojas - Link A (Dados)_VAREJO_Vendas_DIRETORIA OPERAÇÕES, ENG E EXP_sim divisional"
ATIVO,Não informado,1884,L1884 - DP BANGU GALERIA,MONITORA DADOS,VIVO,210000201953496,12.34,3018840000,,,,,
ATIVO,LOJA,1884,L1884 - DSP BANGU GALERIA,INN,EMBRATEL,RJO_IP_33336,276.679999999999,2003530000,4 MB,,,,DADOS
ATIVO,LOJA,1883,L1883 - DSP NITEROI,DADOS,VIVO,211880142310090,,2002310000,10 MB,,,,
ATIVO,Não informado,1883,L1883 - DSP NITEROI,VPN IP MPLS,VIVO,211880160653799,324.44,3018830000,10 MBPS,,,,
ATIVO,LOJA,1883,L1883 - DSP NITEROI,INN,EMBRATEL,NRI_IP_02821,254.06,3018830000,4 MB,,,,2002310000
ATIVO,LOJA,1882,L1882 - DSP NILOPOLIS,VPN IP MPLS,VIVO,211870160653298,353.93,3018820000,10 MBPS,,,,
ATIVO,LOJA,1882,L1882 - DSP NILOPOLIS,MONITORA DADOS,VIVO,211870160657297,50,3018820000,0 MB,,,,
ATIVO,LOJA,1882,L1882 - DSP NILOPOLIS,INN,EMBRATEL,NLP_IP_01331,297.06,2003490000,4 MB,,,,DADOS
ATIVO,LOJA,1881,L1881 - DSP BANGU,DADOS,VIVO,210000160988790,,3018810000,10 MB,,,,
ATIVO,Não informado,1881,L1881 - DP BANGU,VPN IP MPLS,VIVO,210000195031792,380,3018810000,10 MBPS,,,,
ATIVO,Não informado,1881,L1881 - DP BANGU,MONITORA DADOS,VIVO,210000195047193,20,3018810000,,,,,
ATIVO,LOJA,1881,L1881 - DSP BANGU,INN,EMBRATEL,RJO_IP_83486,278.659999999999,3018810000,4 MB,,,,2002360000
ATIVO,Não informado,1880,L1880 - DP SANTA CRUZ 1,DADOS,ALGAR,9355889,,3018800000,,,,,
ATIVO,Não informado,1880,L1880 - DP SANTA CRUZ 1,DADOS,ALGAR,9355890,,3018800000,,,,,
ATIVO,LOJA,1880,L1880 - DP SANTA CRUZ 1,INN,EMBRATEL,RJO_IP_33225,474.38,3018800000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,Lojas,1878,L1878 - DP JARDIM OCEANICO,VPN IP MPLS,VIVO,210000198713197,350,3018780000,,,,,
ATIVO,LOJA,1878,L1878 - DP JARDIM OCEANICO,MONITORA DADOS,VIVO,210000198713295,50,3018780000,,,,,
ATIVO,LOJA,1878,L1878 - DP JARDIM OCEANICO,INN,EMBRATEL,RJO_IP_34838,223.57,3018780000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,Lojas,1876,L1876 - DP BOTAFOGO 1,VPN IP MPLS,VIVO,210000193411890,306.29,3018760000,,,,,
ATIVO,Não informado,1876,L1876 - DP BOTAFOGO 1,MONITORA DADOS,VIVO,210000193411999,50,3018760000,,,,,
ATIVO,LOJA,1876,L1876 - DP BOTAFOGO 1,INN,EMBRATEL,RJO_IP_33282,455.44,3018760000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,LOJA,1875,L1875 - DSP BARCAS,DADOS,VIVO,211880160653190,312.64,3018750000,10 MB,,,,
ATIVO,Não informado,1875,L1875 - DP BARCAS,VPN IP MPLS,VIVO,211880201931990,234.33,3018750000,10 MBPS,,,,
ATIVO,Não informado,1875,L1875 - DP BARCAS,MONITORA DADOS,VIVO,211880201947390,12.34,3018750000,,,,,
ATIVO,LOJA,1875,L1875 - DSP BARCAS,INN,EMBRATEL,NRI_IP_05293,515.96,3018750000,4 MB,,,,2002330000
ATIVO,LOJA,1874,L1874 - DP SAO GONCALO,VPN IP MPLS,VIVO,212560160201997,353.93,3018740000,10 MBPS,,,,
ATIVO,LOJA,1874,L1874 - DP SAO GONCALO,INN,EMBRATEL,SGO_IP_11309,278.659999999999,3018740000,4 MB,,,,2003360000
