Status,Localidade,People,Usuário,Tipo de acesso,Operadora,Número (Designação),Valor Fidelizado,Centro de custo,Velocidade,Data Ativação,Data Desativação,vd,Obs. Acesso
ATIVO,Não informado,1016,L1016 - DP TIJUCA 1,MONITORA DADOS,VIVO,210000195198492,20,3009060401,,,,,
CANCELADO,LOJA,1016,L1016 - DP TIJUCA 1,INN,EMBRATEL,RJO_IP_33270,268.61,3009060401,4 MB,,10/21/2025,,DADOS
ATIVO,LOJA,1015,L1015 - DP CATETE 2,DADOS,VIVO,210000119613992,,3010150000,1 MB,,,,3010150000
ATIVO,LOJA,1015,L1015 - DP CATETE 2,DADOS,VIVO,210000119618890,,3010150000,0 MB,,,,
CANCELADO,LOJA,1015,L1015 - DP CATETE 2,DADOS,VIVO,210000119619190,,3010150000,0 MB,,1/30/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024 RENOVAÇÃO DE CONTRATO ID 1616680
ATIVO,Lojas,1015,L1015 - DP CATETE 2,DADOS,VIVO,210000161663092,306.29,3010150000,,,,,
ATIVO,Lojas,1015,L1015 - DPA CATETE 2,MONITORA DADOS,VIVO,210000161666998,50,3010150000,,,,,
ATIVO,LOJA,1015,L1015 - DP CATETE 2,INN,EMBRATEL,RJO_IP_79740,280.7,3010150000,4 MB,,,,DADOS
ATIVO,LOJA,1013,L1013 - DP SAO GONCALO 1,DADOS,VIVO,212560160201790,306.74,3010130000,10 MB,,,,3010130000
ATIVO,LOJA,1013,L1013 - DP SAO GONCALO 1,DADOS,VIVO,212560160253590,43.34,3010130000,0 MB,,,,
ATIVO,Não informado,1013,L1013 - DP SAO GONCALO 1,VPN IP MPLS,VIVO,212560201872997,240.67,3010130000,,,,,
ATIVO,Não informado,1013,L1013 - DP SAO GONCALO 1,MONITORA DADOS,VIVO,212560201876299,12.67,3010130000,,,,,
ATIVO,LOJA,1013,L1013 - DP SAO GONCALO 1,INN,EMBRATEL,SGO_IP_11323,471.77,3010130000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,LOJA,1012,L1012 - DP ITABIRA,DADOS,VIVO,313640160079291,,3010120000,10 MB,,,,3010120000
ATIVO,LOJA,1012,L1012 - DP ITABIRA,DADOS,VIVO,313640160120290,,3010120000,0 MB,,,,
ATIVO,Não informado,1012,L1012 - DP ITABIRA,DADOS,VIVO,313640181975293,,3010120000,,,,,
ATIVO,Não informado,1012,L1012 - DP ITABIRA,DADOS,VIVO,313640181975696,,3010120000,,,,,
ATIVO,Não informado,1012,L1012 - DP ITABIRA,VPN IP MPLS,VIVO,313640194954094,380,3010120000,,,,,
ATIVO,Não informado,1012,L1012 - DP ITABIRA,MONITORA DADOS,VIVO,313640194956894,20,3010120000,,,,,
ATIVO,LOJA,1012,L1012 - DP ITABIRA,INN,EMBRATEL,IBA_IP_00295,453.77,3010120000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,LOJA,1011,L1011 - DP RECREIO 2,DADOS,VIVO,210000160066097,,3010110000,10 MB,,,,3010110000
ATIVO,LOJA,1011,L1011 - DP RECREIO 2,DADOS,VIVO,210000160103299,,3010110000,0 MB,,,,
ATIVO,Não informado,1011,L1011 - DP RECREIO 2,VPN IP MPLS,VIVO,210000195078091,380,3010110000,,,,,
ATIVO,Não informado,1011,L1011 - DP RECREIO 2,MONITORA DADOS,VIVO,210000195080198,20,3010110000,,,,,
ATIVO,LOJA,1011,L1011 - DP RECREIO 2,INN,EMBRATEL,RJO_IP_33233,271.85,3010110000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,LOJA,1010,L1010 - DP ROCINHA,DADOS,VIVO,210000160832593,,3010100000,10 MB,,,,3010100000
ATIVO,LOJA,1010,L1010 - DP ROCINHA,DADOS,VIVO,210000160851392,,3010100000,0 MB,,,,
ATIVO,Não informado,1010,L1010 - DP ROCINHA,VPN IP MPLS,VIVO,210000195032299,380,3010100000,,,,,
ATIVO,Não informado,1010,L1010 - DP ROCINHA,MONITORA DADOS,VIVO,210000195047498,20,3010100000,,,,,
ATIVO,LOJA,1008,L1008 - DP URUGUAIANA,DADOS,VIVO,210000160831694,306.74,3010080000,10 MB,,,,3010080000
ATIVO,LOJA,1008,L1008 - DP URUGUAIANA,DADOS,VIVO,210000160842992,43.34,3010080000,0 MB,,,,
ATIVO,Não informado,1008,L1008 - DP URUGUAIANA,VPN IP MPLS,VIVO,210000201872594,240.67,3010080000,,,,,
ATIVO,Não informado,1008,L1008 - DP URUGUAIANA,MONITORA DADOS,VIVO,210000201882090,12.67,3010080000,,,,,
ATIVO,LOJA,1008,L1008 - DP URUGUAIANA,INN,EMBRATEL,RJO_IP_79716,475.26,3010080000,4 MB,,,,DADOS
ATIVO,LOJA,1007,L1007 - DP IPANEMA 1,DADOS,VIVO,210000160828699,,3010070000,10 MB,,,,3010070000
ATIVO,LOJA,1007,L1007 - DP IPANEMA 1,DADOS,VIVO,210000160845395,,3010070000,0 MB,,,,
ATIVO,Não informado,1007,L1007 - DP IPANEMA 1,DADOS,VIVO,210000185368893,,3010070000,,,,,
ATIVO,Não informado,1007,L1007 - DP IPANEMA 1,DADOS,VIVO,210000185369095,,3010070000,,,,,
ATIVO,Não informado,1007,L1007 - DP IPANEMA 1,VPN IP MPLS,VIVO,210000195030991,380,3010070000,,,,,
ATIVO,Não informado,1007,L1007 - DP IPANEMA 1,MONITORA DADOS,VIVO,210000195052694,20,3010070000,,,,,
ATIVO,LOJA,1007,L1007 - DP IPANEMA 1,INN,EMBRATEL,RJO_IP_78961,450,3010070000,4 MB,,,,DADOS
ATIVO,LOJA,1006,L1006 - DP SAO JOAO DO MERITI 2,DADOS,VIVO,212580160198990,,3010060000,10 MB,,,,3010060000
ATIVO,LOJA,1006,L1006 - DP SAO JOAO DO MERITI 2,DADOS,VIVO,212580160230095,,3010060000,0 MB,,,,
ATIVO,Não informado,1006,L1006 - DP SAO JOAO DO MERITI 2,VPN IP MPLS,VIVO,212580195291791,337.86,3010060000,,,,,
ATIVO,Não informado,1006,L1006 - DP SAO JOAO DO MERITI 2,MONITORA DADOS,VIVO,212580195313594,20,3010060000,,,,,
ATIVO,LOJA,1006,L1006 - DP SAO JOAO DO MERITI 2,INN,EMBRATEL,SMI_IP_04655,475.26,3010060000,4 MB,,,,DADOS
ATIVO,LOJA,1004,L1004 - DP TAQUARA 4,DADOS,VIVO,210000160073091,312.64,3010040000,10 MB,,,,3010040000
ATIVO,LOJA,1004,L1004 - DP TAQUARA 4,DADOS,VIVO,210000160114597,44.17,3010040000,0 MB,,,,
ATIVO,Não informado,1004,L1004 - DP TAQUARA 4,VPN IP MPLS,VIVO,210000201939192,234.33,3010040000,,,,,
ATIVO,Não informado,1004,L1004 - DP TAQUARA 4,MONITORA DADOS,VIVO,210000201950690,12.34,3010040000,,,,,
ATIVO,LOJA,1004,L1004 - DP TAQUARA 4,INN,EMBRATEL,RJO_IP_95658,443.08,3010040000,4 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,LOJA,1003,L1003 - DP SENADOR DANTAS 1,DADOS,VIVO,210000160826193,306.74,3010030000,10 MB,,,,3010030000
ATIVO,LOJA,1003,L1003 - DP SENADOR DANTAS 1,DADOS,VIVO,210000160838891,43.34,3010030000,0 MB,,,,
ATIVO,Não informado,1003,L1003 - DP SENADOR DANTAS 1,VPN IP MPLS,VIVO,210000201869392,240.67,3010030000,,,,,
ATIVO,Não informado,1003,L1003 - DP SENADOR DANTAS 1,MONITORA DADOS,VIVO,210000201876996,12.67,3010030000,,,,,
ATIVO,LOJA,1003,L1003 - DP SENADOR DANTAS 1,INN,EMBRATEL,RJO_IP_79707,475.26,3010030000,4 MB,,,,DADOS
CANCELADO,POLO,1001,L1001 - DP ANDRADAS,DADOS,VIVO,210000119612690,,3010010000,1 MB,,1/30/2024,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
CANCELADO,POLO,1001,L1001 - DP ANDRADAS,DADOS,VIVO,210000119619593,,3010010000,0 MB,,10/11/2023,,Cancelamento confirmado conforme e-mail enviado pela Luciana 25/06/2024
ATIVO,POLO,1001,L1001 - DP ANDRADAS,DADOS,VIVO,210000160426496,,3010010000,10 MB,,,,3010010000
ATIVO,POLO,1001,L1001 - DP ANDRADAS,DADOS,VIVO,210000160431093,,3010010000,0 MB,,,,
ATIVO,Lojas,1001,L1001 - DPA ANDRADAS,DADOS,VIVO,210000194036293,550,3010010000,,,,,
ATIVO,Lojas,1001,L1001 - DPA ANDRADAS,DADOS,VIVO,210000194037595,20,3010010000,,,,,
ATIVO,Não informado,1001,L1001 - DP ANDRADAS,VPN IP MPLS,VIVO,210000196016997,380,3010010000,,,,,
ATIVO,Não informado,1001,L1001 - DP ANDRADAS,MONITORA DADOS,VIVO,210000196048097,20,3010010000,,,,,
ATIVO,LOJA,1001,L1001 - DP ANDRADAS,INN,EMBRATEL,RJO_IP_33914,1265.13,3010010000,10 MB,,,,Reclassificação - Bandeira Invertida
ATIVO,Não informado,1001,L1001 - DP ANDRADAS,INN,EMBRATEL,RJO_IP_39962,657.87,3010010000,,,,,
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010010000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010030000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010040000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010060000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010070000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010080000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010100000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010110000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010120000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010130000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010150000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010190000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010200000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010210000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010240000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010280000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010290000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010310000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010340000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010350000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010360000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010370000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010420000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010430000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010440000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010450000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010460000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010470000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010490000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010500000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010520000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010540000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010550000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010560000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010570000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010580000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010600000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010610000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010620000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010630000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010640000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010650000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010670000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010680000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010690000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010710000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010740000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010750000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010760000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010800000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010810000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010820000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010840000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010850000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010860000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010870000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010880000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010900000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010910000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010920000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010930000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010940000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010950000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010960000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010970000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010980000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3010990000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011000000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011010000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011030000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011050000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011070000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011080000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011090000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011100000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011110000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011120000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011130000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011140000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011150000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011160000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011170000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011190000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011200000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011220000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011230000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011250000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011270000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011280000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011290000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011300000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011310000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011320000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011330000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011340000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011350000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011360000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011370000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011380000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011390000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011400000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011410000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011420000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011430000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011440000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011460000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011470000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011490000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011500000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
ATIVO,MATRIZ,,DSP900 - MATRIZ SÃO PAULO,DADOS,ALGAR,9805490,,3011510000,,,,,Custo rateado entre lojas conforme solicitado pela Ana.
